id,Label,timeSeries
1,FR,
2,TR,
3,GB,
4,US,
5,DE,
6,PL,
7,EG,
8,ES,
9,CO,
10,BR,
11,BE,
12,MX,
13,VE,
14,IT,
15,PH,
16,NL,
17,CA,
18,RU,
19,IE,
20,AR,
21,AU,
22,ZA,
23,IN,
24,PT,
25,AE,
26,SA,
27,ID,
28,JP,
29,KW,
30,TH,
31,UY,
32,MY,
